title,description,price,image_urls,other_features
Specialized Tarmac SL6 - AUTRE - 42320,"Je vends mon Specialized Tarmac SL6 taille 54, qui est en très bon état, pour cause de passage sur le SL7 ! En voici le descriptif.- Groupe complet Di2 Shimano Ultegra R8000, manettes changées en 2023, patins shimano neufs- Plateaux 52-36 et cassette 11-30, pneus vittoria corsa graphene 2.0 en 25mm- Roues Roval CLX Rapide 50mm- Cintre Aerofly 42cm et potence Specialized 110mm- Selle Specialized ToupeVélo toujours entretenu avec très grand soin, révision complète effectuée à l'été 2023, n'hésitez pas à poser des questions !",2650 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974215.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974213.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974217.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974218.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974220.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F730%2F58730%2F3958730%2F3958730-specialized-tarmac-sl6-1739974221.jpg&w=1920&q=75']","{'Année': '2018', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
RCR PRO Van Rysel Décathlon 2023 - VAN RYSEL - 60200,"-Taille L 6,9 kg Full Dura-Ace Très bon Etat-Cockpit DEDA (140/400)-Dura-Ace Di2 12v-Pédalier 175mm 54/40 - Cassette 11/34-Capteur puissance FC-R9200-P-Selle Fizik Antares-Support compteur Compatible Wahoo/Garmin-Porte-bidons Élite-Pédales non incluses !-Vendu avec roues d’origine SWISS SIDE HADRON Ultimate 500 Hyperglide roulement céramique (pas ceux de la photo)-> Jantes neuves.Super état et garantie.Contactez-moi pour plus d'infos ou photos.5900€",5900 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116686.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116687.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116688.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116690.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116691.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116693.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116694.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116696.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116697.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F978%2F88978%2F3988978%2F3988978-rcr-pro-van-rysel-decathlon-2023-1744116699.jpeg&w=1920&q=75']","{'Année': '2025', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Cube Litening Air SLX - CUBE - 49070,Cube Litening AirSram RED AXSCapteur de puissanceRoues Newmen Vonoa avec rayon carbonePossibilité de livraison,7899 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F458%2F49458%2F3949458%2F3949458-cube-litening-air-slx-1738947231.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F458%2F49458%2F3949458%2F3949458-cube-litening-air-slx-1738947232.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F458%2F49458%2F3949458%2F3949458-cube-litening-air-slx-1738947234.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F458%2F49458%2F3949458%2F3949458-cube-litening-air-slx-1738947235.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F458%2F49458%2F3949458%2F3949458-cube-litening-air-slx-1738947236.jpg&w=1920&q=75']","{'Année': '2025', 'État': 'Neuf', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Look kg186 shimano dura ace - LOOK - 33390,Vend LOOK KG 186 taille 52 Groupe complet Shimano Dura Ace Roues mavic Cosmos neuves Vélo révisé pour la vente et en état exceptionnel ! Plus d'infos par message,1200 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F26%2F75026%2F3975026%2F3975026-look-kg186-shimano-dura-ace-1742129548.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F26%2F75026%2F3975026%2F3975026-look-kg186-shimano-dura-ace-1742129549.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F26%2F75026%2F3975026%2F3975026-look-kg186-shimano-dura-ace-1742129551.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': '52 cm', 'Diametre roues': '700 / 28""', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '9 vitesses'}"
Vélo Route Scott - AUTRE - 1380,Vélo route ScottCadre carbone,600 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310369.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310364.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310365.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310366.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310368.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F345%2F76345%2F3976345%2F3976345-velo-route-scott-1742310370.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': '54 cm', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Specialized Tarmac SL5 S-WORKS (56) - SPECIALIZED - 82400,Tarmac SL5 s-works  taille 56Groupe complet Durace mécanique 11v (11/28) et (36/52)Roues Mavic Cosmic Cardon 40mmPneus Continental gp5000 en 28.Très bon état.,2200 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997180.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997184.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997181.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997178.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997177.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997183.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F574%2F66574%2F3966574%2F3966574-specialized-tarmac-sl5-s-works-56-1740997185.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route'}"
Cervélo s5 - CERVELO - 60510,Cervélo S5 d octobre 2024Groupe Sram red avc capteur de puissance 48/35. Manivelles de 165Roues reserve 53/63potence 90Facture disponibleExcellent état,7500 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F475%2F74475%2F3974475%2F3974475-cervelo-s5-1742045774.jpg&w=1920&q=75'],"{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Red', 'Taille du cadre': '48 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Lapierre sensium 300 S femme carbone - LAPIERRE - 22370,"Lapierre sensium 300Taille S femme (je mesure 1m68)Cadre et fourche carbonesRoues carbones zipp 404 - roues boyaux (increuvables)Freins patinsDérailleur shimano tiagraPédales shimanoGuidoline en bon état. Tjrs utilisé avec des gants.Le velo n'a pas subit de chuteRévisions régulièresDernière en date juillet 2024Bon état de la chaine, freins, boyaux, cables de freins.Très bon vélo pour démarrer la pratique du velo de route ou triathlon. Très léger.",1400 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846394.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846396.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846397.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846523.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846524.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846526.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846527.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846529.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846530.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F291%2F32291%2F3932291%2F3932291-lapierre-sensium-300-s-femme-carbone-1736846532.jpeg&w=1920&q=75']","{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano Tiagra', 'Taille du cadre': 'S', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Bleu', 'Type de freinage': 'Patins', 'Nombres de vitesses': '11 vitesses'}"
Giant TCR advanced Pro 0 - AUTRE - 29290,"Vend Giant TCR advanced pro 0 Disc Team CCCEn super étatGroupe Shimano Ultégra 2x11vPédalier Capteur de puissance Giant Power Pro 52/36 et cassette 11/30Paire de roues DT Swiss R470Les pneus et la guidoline seront remplacés pour la venteVendu sans pédales, ni porte bidonsContactez moi au 06 71 64 95 45, plus simple que la messagerieLe vélo peut être expédier via ColiSport pour 80€ supplémentaire",1890 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F648%2F73648%2F3973648%2F3973648-giant-tcr-advanced-pro-0-1741946471.jpg&w=1920&q=75'],"{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
CBT ITALIA COLOMBUS - CBT - 54180,"Bonjour,je vends un beau vélo vintage CBT ITALIA en acier Colombus SLX.Transmission campagnolo,belles roues campagnolo vento Aero. Prêt à rouler.",400 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F287%2F32287%2F3932287%2F3932287-cbt-italia-colombus-1736846821.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F287%2F32287%2F3932287%2F3932287-cbt-italia-colombus-1736846822.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F287%2F32287%2F3932287%2F3932287-cbt-italia-colombus-1736846824.jpg&w=1920&q=75']","{'État': 'Très bon état', 'Groupe': 'Campagnolo Silver Vintage', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Acier', 'Couleurs principales': 'Violet', 'Type de freinage': 'Patins'}"
Merida reacto 4000 2016  - MERIDA - 35000,Vends Merida reacto 4000 de 2016Équipé en Shimano 105 avec pédalier FSA EN 52-36Cintre aero en 142Vélo de rouleur ou de triathleteA été bien utilisé mais il lui reste encore des bornes a faireTaille L pour une personne entre 1.80 et 1.88,750 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F137%2F73137%2F3973137%2F3973137-merida-reacto-4000-2016-1741868972.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F137%2F73137%2F3973137%2F3973137-merida-reacto-4000-2016-1741868970.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F137%2F73137%2F3973137%2F3973137-merida-reacto-4000-2016-1741868973.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F137%2F73137%2F3973137%2F3973137-merida-reacto-4000-2016-1741868975.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F137%2F73137%2F3973137%2F3973137-merida-reacto-4000-2016-1741868976.jpg&w=1920&q=75']","{'Année': '2016', 'État': 'Usé', 'Groupe': 'Shimano 105', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Scott Addict Gravel Tuned RC  - SCOTT - 92036,"Je vends un vélo de route Scott Addict Tuned Gravel de taille S / 52 cm.  Le vélo est un très bon état. Toutes les pièces d'usure sont donc comme neuves.  Le vélo est réglé à ma hauteur d'entrejambe de 173 cm/81 cm sur les photos et vélo pèse 7,65 kg sans pédales.Composants :GRX Di2 11 vitesses avec cassette 11-34Disques de frein Dura Ace 160/140mmGuidon Syncros Creston IC SL carbone 400mm/90mmRuban de guidon Zipp Course CXRoues Zipp 303 FirecrestPneus Continental Terra Speed 40 mmFacultatif:Selle Selle Italia SLR Boost Carbonio 130 mm",3250 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F59%2F64059%2F3964059%2F3964059-scott-addict-gravel-tuned-rc-1740601850.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F59%2F64059%2F3964059%2F3964059-scott-addict-gravel-tuned-rc-1740601848.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F59%2F64059%2F3964059%2F3964059-scott-addict-gravel-tuned-rc-1740601847.jpg&w=1920&q=75']","{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Blanc', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Lapierre sensuim  - LAPIERRE - 71150,"Vend vélo course carbone Lapierre sensuim 12vitesses et triple plateaux a l'avant,très très peu servis",750 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F346%2F43346%2F3943346%2F3943346-lapierre-sensuim-1738180410.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F346%2F43346%2F3943346%2F3943346-lapierre-sensuim-1738180411.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F346%2F43346%2F3943346%2F3943346-lapierre-sensuim-1738180413.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F346%2F43346%2F3943346%2F3943346-lapierre-sensuim-1738180414.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F346%2F43346%2F3943346%2F3943346-lapierre-sensuim-1738180416.jpg&w=1920&q=75']","{'Année': '2015', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': '55 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Blanc', 'Type de freinage': 'Patins', 'Nombres de vitesses': '12 vitesses'}"
Specialized dolce elite - SPECIALIZED - 28300,"Specialized dolce élite ,taille 51 ou XS, cadre alu et fourche , auban carbone. Équipé en shimano 105 pédalier et dérailleur arr, puis sorra pour manette et dérailleur avt. Roues DT Swiss. Cables , gaines . Chaine neuve. Tube de selle carbone.En excellent état.",550 €,[],"{'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'XS', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Blanc', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '9 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
COLNAGO C64 DURA ACE DI2 - COLNAGO - 78340,"Vends Colnago C64, état proche du neuf. Taille 50s : correspond à 54 dans d'autres marquesExtrêmement peu servi (plusieurs vélo à l'achat... puis COVID et arrêt de la pratique). Etat absolument irréprochable (exception : petite trace sur une base arrière).Equipé d'un groupe Shimano Dura Ace Di2 11v, cadre patin. Roue à boyau Campagnolo Bora 35 ULTRA (moyeux carbones et roulement céramiques CULT).Tige de selle zéro déport (option à l'achat du cadre).Périphérique : Cintre Sworks Aerofly 1 et potence Fizik, selle Prologo.La chaine et la câblerie sont neuves.",4500 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181217.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181219.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181220.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181222.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181223.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181224.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181226.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F365%2F43365%2F3943365%2F3943365-colnago-c64-dura-ace-di2-1738181227.jpg&w=1920&q=75']","{'Année': '2020', 'État': 'Comme neuf', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
